station_code,country,helcom_subbasin,helcom_l3,helcom_l4,ices_ecoregion,ospar_region,ospar_subregion,is_amap_area,is_helcom_area,is_ospar_area,station_name,station_longname,station_replacedby,station_asmtmimeparent,station_activefromdate,station_activeuntildate,station_programgovernance,station_governance,station_purpm,station_latitude,station_latituderange,station_longitude,station_longituderange,station_geometry,station_datatype,station_wltyp,station_mstat,station_notes,station_deprecated
4765,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,35SA Mølen-Moss,NA,NA,NA,1986,NA,National,Norwegian Institute of Water Research  (NIVA),NA,59.49133,0.018,10.562,0.07083,"GEOMETRYCOLLECTION(POINT(10.56200 59.49133),POLYGON((10.49117 59.50933,10.63283 59.50933,10.63283 59.47333,10.49117 59.47333,10.49117 59.50933)))",NA,NA,RH,Deprecated - see comments,TRUE
4974,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,35S Mølen-Moss,"35S Mølen area, Mid Oslofjord",NA,NA,1996,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.5,8.3e-4,10.595,0.00183,"GEOMETRYCOLLECTION(POINT(10.59500 59.50000),POLYGON((10.59317 59.50083,10.59683 59.50083,10.59683 59.49917,10.59317 59.49917,10.59317 59.50083)))",CS,CF,RH,NA,FALSE
4968,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,32A Rødtangen,NA,NA,NA,1981,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.525,1.7e-4,10.42667,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.42667 59.52500),POLYGON((10.42633 59.52517,10.42700 59.52517,10.42700 59.52483,10.42633 59.52483,10.42633 59.52517)))",CF,CF,RH,NA,FALSE
4971,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,33X Sande (west side),NA,NA,NA,1990,1990,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.52833,0.00267,10.34,0.00533,"GEOMETRYCOLLECTION(POINT(10.34000 59.52833),POLYGON((10.33467 59.53100,10.34533 59.53100,10.34533 59.52567,10.33467 59.52567,10.33467 59.53100)))",CF,CF,RH,NA,FALSE
4969,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,33C Sande,NA,NA,NA,1986,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.52833,0.009,10.35,0.01767,"GEOMETRYCOLLECTION(POINT(10.35000 59.52833),POLYGON((10.33233 59.53733,10.36767 59.53733,10.36767 59.51933,10.33233 59.51933,10.33233 59.53733)))",CF,CF,RH,NA,FALSE
4970,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,33F Sande (east side),"33F Sande, Mid Oslofjord",NA,NA,1983,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.52833,0.08976,10.35,0.1767,"GEOMETRYCOLLECTION(POINT(10.35000 59.52833),POLYGON((10.17330 59.61809,10.52670 59.61809,10.52670 59.43857,10.17330 59.43857,10.17330 59.61809)))",CF,CF,RH,NA,FALSE
4915,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22C Bømlofjord,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.56667,0.009,5.18333,0.01784,"GEOMETRYCOLLECTION(POINT(5.18333 59.56667),POLYGON((5.16550 59.57567,5.20117 59.57567,5.20117 59.55767,5.16550 59.55767,5.16550 59.57567)))",CF,CF,RH,NA,FALSE
4911,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22A Espevær (west),"22A Espevær, Outer Bømlafjord",4682,NA,1994,2002,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.58267,1.6e-4,5.14233,3.4e-4,"GEOMETRYCOLLECTION(POINT(5.14233 59.58267),POLYGON((5.14200 59.58283,5.14267 59.58283,5.14267 59.58250,5.14200 59.58250,5.14200 59.58283)))",CF,CF,RH,NA,FALSE
4805,Norway,NA,NA,NA,Greater North Sea,2,Northern North Sea,FALSE,FALSE,TRUE,571 HI_571S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,59.58333,0.0045,0.7,0.00883,"GEOMETRYCOLLECTION(POINT(0.70000 59.58333),POLYGON((0.69117 59.58783,0.70883 59.58783,0.70883 59.57883,0.69117 59.57883,0.69117 59.58783)))",CS,CF,RH,NA,FALSE
4917,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22G Espevær (west),"22G Espevær, Outer Bømlafjord",4681,NA,2001,2005,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.58367,1.6e-4,5.1445,3.3e-4,"GEOMETRYCOLLECTION(POINT(5.14450 59.58367),POLYGON((5.14417 59.58383,5.14483 59.58383,5.14483 59.58350,5.14417 59.58350,5.14417 59.58383)))",CF~EF,CF,RH,NA,FALSE
4681,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22G Espevær (west),"22G Espevær, Outer Bømlafjord",NA,NA,2006,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.58367,0.00718,5.1445,0.01416,"GEOMETRYCOLLECTION(POINT(5.14450 59.58367),POLYGON((5.13034 59.59085,5.15866 59.59085,5.15866 59.57649,5.13034 59.57649,5.13034 59.59085)))",CF~EF,CF,RH,NA,FALSE
4912,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22A Espevær (west),"22A Espevær, Outer Bømlafjord",4682,NA,2003,2005,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.58367,1.6e-4,5.14583,3.4e-4,"GEOMETRYCOLLECTION(POINT(5.14583 59.58367),POLYGON((5.14550 59.58383,5.14617 59.58383,5.14617 59.58350,5.14550 59.58350,5.14550 59.58383)))",CF,CF,RH,NA,FALSE
4914,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22AA Espevær (west area),NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,59.58417,0.0045,5.14383,0.00884,"GEOMETRYCOLLECTION(POINT(5.14383 59.58417),POLYGON((5.13500 59.58867,5.15267 59.58867,5.15267 59.57967,5.13500 59.57967,5.13500 59.58867)))",NA,NA,RH,Deprecated - see comments,TRUE
4913,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22A Espevær (west),"22A Espevær, Outer Bømlafjord",4682,NA,1990,1993,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.58667,1.6e-4,5.14167,3.3e-4,"GEOMETRYCOLLECTION(POINT(5.14167 59.58667),POLYGON((5.14133 59.58683,5.14200 59.58683,5.14200 59.58650,5.14133 59.58650,5.14133 59.58683)))",CF,CF,RH,NA,FALSE
4682,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22A Espevær (west),"22A Espevær, Outer Bømlafjord",NA,NA,2006,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.58711,0.00718,5.15203,0.01416,"GEOMETRYCOLLECTION(POINT(5.15203 59.58711),POLYGON((5.13787 59.59429,5.16619 59.59429,5.16619 59.57993,5.13787 59.57993,5.13787 59.59429)))",CF,CF,RH,NA,FALSE
5026,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,I205 Bølsnes (G5),NA,NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.59167,1.6e-4,6.30017,3.3e-4,"GEOMETRYCOLLECTION(POINT(6.30017 59.59167),POLYGON((6.29983 59.59183,6.30050 59.59183,6.30050 59.59150,6.29983 59.59150,6.29983 59.59183)))",CF,CF,IH,NA,FALSE
4966,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31B Solbergstrand,NA,NA,NA,1981,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.615,0.009,10.64,0.00883,"GEOMETRYCOLLECTION(POINT(10.64000 59.61500),POLYGON((10.63117 59.62400,10.64883 59.62400,10.64883 59.60600,10.63117 59.60600,10.63117 59.62400)))",CF,CF,RH,NA,FALSE
4967,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31C Solbergstrand,NA,NA,NA,1984,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.615,0.009,10.64,0.00883,"GEOMETRYCOLLECTION(POINT(10.64000 59.61500),POLYGON((10.63117 59.62400,10.64883 59.62400,10.64883 59.60600,10.63117 59.60600,10.63117 59.62400)))",CF,CF,RH,NA,FALSE
4670,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31F Solbergstrand,NA,NA,NA,1981,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,59.615,0.00267,10.64,0.00533,"GEOMETRYCOLLECTION(POINT(10.64000 59.61500),POLYGON((10.63467 59.61767,10.64533 59.61767,10.64533 59.61233,10.63467 59.61233,10.63467 59.61767)))",CF,CF,RH,NA,FALSE
4963,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31A Solbergstrand,"31A Solbergstrand, Mid Oslofjord",NA,NA,2001,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.6155,0.00718,10.6515,0.01417,"GEOMETRYCOLLECTION(POINT(10.65150 59.61550),POLYGON((10.63733 59.62268,10.66567 59.62268,10.66567 59.60832,10.63733 59.60832,10.63733 59.62268)))",CF,CF,RH,NA,FALSE
4965,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31AA Solbergstrand area,NA,NA,NA,1981,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,59.61883,0.00534,10.64983,0.01067,"GEOMETRYCOLLECTION(POINT(10.64983 59.61883),POLYGON((10.63917 59.62417,10.66050 59.62417,10.66050 59.61350,10.63917 59.61350,10.63917 59.62417)))",NA,NA,RH,Deprecated - see comments,TRUE
4964,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,31A Solbergstrand,"31A Solbergstrand, Mid Oslofjord",4963,NA,1981,2000,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.62233,1.7e-4,10.64817,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.64817 59.62233),POLYGON((10.64783 59.62250,10.64850 59.62250,10.64850 59.62217,10.64783 59.62217,10.64783 59.62250)))",CF,CF,RH,NA,FALSE
4683,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,I201 Ekkjegrunn (G1),NA,NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.64333,1.7e-4,6.35733,3.4e-4,"GEOMETRYCOLLECTION(POINT(6.35733 59.64333),POLYGON((6.35700 59.64350,6.35767 59.64350,6.35767 59.64317,6.35700 59.64317,6.35700 59.64350)))",CF,CF,IH,NA,FALSE
4777,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,472 HI_472S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,59.7,0.0045,4,0.009,"GEOMETRYCOLLECTION(POINT(4.00000 59.70000),POLYGON((3.99100 59.70450,4.00900 59.70450,4.00900 59.69550,3.99100 59.69550,3.99100 59.70450)))",CS,CF,RH,NA,FALSE
4916,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,22F Borøyfjorden,NA,NA,NA,1990,1998,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.71,0.00267,5.33,0.00533,"GEOMETRYCOLLECTION(POINT(5.33000 59.71000),POLYGON((5.32467 59.71267,5.33533 59.71267,5.33533 59.70733,5.32467 59.70733,5.32467 59.71267)))",CF,CF,RH,NA,FALSE
4864,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,306 Håøya,"I306 Håøya, Inner Oslofjord",5032,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.71333,1.7e-4,10.55517,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.55517 59.71333),POLYGON((10.55483 59.71350,10.55550 59.71350,10.55550 59.71317,10.55483 59.71317,10.55483 59.71350)))",CF,CF,IH,NA,FALSE
5032,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I306 Håøya,"I306 Håøya, Inner Oslofjord",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.71333,0.00718,10.55517,0.01421,"GEOMETRYCOLLECTION(POINT(10.55517 59.71333),POLYGON((10.54095 59.72051,10.56938 59.72051,10.56938 59.70615,10.54095 59.70615,10.54095 59.72051)))",CF,CF,IH,NA,FALSE
5033,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I307 Ramtonholmen,"I307 Ramtonholmen, Inner Oslofjord",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.7445,0.00718,10.52283,0.01423,"GEOMETRYCOLLECTION(POINT(10.52283 59.74450),POLYGON((10.50861 59.75168,10.53706 59.75168,10.53706 59.73732,10.50861 59.73732,10.50861 59.75168)))",CF,CF,IH,NA,FALSE
4894,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,21F Åkrafjord,NA,NA,NA,1999,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.75,0.00267,6.11667,0.00533,"GEOMETRYCOLLECTION(POINT(6.11667 59.75000),POLYGON((6.11133 59.75267,6.12200 59.75267,6.12200 59.74733,6.11133 59.74733,6.11133 59.75267)))",CF~EF,CF,RH,NA,FALSE
4959,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30J Spro,NA,NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.76333,0.009,10.575,0.01783,"GEOMETRYCOLLECTION(POINT(10.57500 59.76333),POLYGON((10.55717 59.77233,10.59283 59.77233,10.59283 59.75433,10.55717 59.75433,10.55717 59.77233)))",CF,CF,IH,30BA Inner Oslofjord area.,FALSE
4958,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30F Oslo City area,NA,NA,NA,1992,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.78333,0.00267,10.56667,0.00533,"GEOMETRYCOLLECTION(POINT(10.56667 59.78333),POLYGON((10.56133 59.78600,10.57200 59.78600,10.57200 59.78067,10.56133 59.78067,10.56133 59.78600)))",CF,CF,IH,NA,FALSE
4770,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30BA Inner Oslofjord area,NA,NA,NA,1984,NA,National,Norwegian Institute of Water Research  (NIVA),NA,59.79933,0.045,10.56,0.0895,"GEOMETRYCOLLECTION(POINT(10.56000 59.79933),POLYGON((10.47050 59.84433,10.64950 59.84433,10.64950 59.75433,10.47050 59.75433,10.47050 59.84433)))",NA,NA,IH,Deprecated - see comments,TRUE
4893,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,21D Åkrafjord,NA,NA,NA,1999,2001,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.8,0.00267,6.18333,0.00534,"GEOMETRYCOLLECTION(POINT(6.18333 59.80000),POLYGON((6.17800 59.80267,6.18867 59.80267,6.18867 59.79733,6.17800 59.79733,6.17800 59.80267)))",CF,CF,RH,NA,FALSE
4960,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30K Storegrunn,NA,NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.80833,0.009,10.55833,0.01784,"GEOMETRYCOLLECTION(POINT(10.55833 59.80833),POLYGON((10.54050 59.81733,10.57617 59.81733,10.57617 59.79933,10.54050 59.79933,10.54050 59.81733)))",CF,CF,IH,30BA Inner Oslofjord area.,FALSE
4962,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30X West of Nesodden,NA,NA,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.80833,0.009,10.6,0.01783,"GEOMETRYCOLLECTION(POINT(10.60000 59.80833),POLYGON((10.58217 59.81733,10.61783 59.81733,10.61783 59.79933,10.58217 59.79933,10.58217 59.81733)))",CF,CF,RH,NA,FALSE
4684,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30B Oslo City area,30B Inner Oslofjord,NA,NA,2006,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.81265,0.08976,10.55183,0.1782,"GEOMETRYCOLLECTION(POINT(10.55183 59.81265),POLYGON((10.37362 59.90241,10.73003 59.90241,10.73003 59.72289,10.37362 59.72289,10.37362 59.90241)))",CF~EF,CF,IH,NA,FALSE
4957,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30C Oslo City area,NA,NA,NA,1984,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.81667,0.009,10.55,0.01783,"GEOMETRYCOLLECTION(POINT(10.55000 59.81667),POLYGON((10.53217 59.82567,10.56783 59.82567,10.56783 59.80767,10.53217 59.80767,10.53217 59.82567)))",CF,CF,IH,NA,FALSE
4956,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30B Oslo City area,30B Inner Oslofjord,4684,NA,1984,2005,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.81667,0.009,10.55,0.01783,"GEOMETRYCOLLECTION(POINT(10.55000 59.81667),POLYGON((10.53217 59.82567,10.56783 59.82567,10.56783 59.80767,10.53217 59.80767,10.53217 59.82567)))",CF~EF,CF,IH,NA,FALSE
4961,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30S Steilene,NA,NA,NA,1986,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.81833,8.4e-4,10.56333,0.00184,"GEOMETRYCOLLECTION(POINT(10.56333 59.81833),POLYGON((10.56150 59.81917,10.56517 59.81917,10.56517 59.81750,10.56150 59.81750,10.56150 59.81917)))",CS,CF,IH,NA,FALSE
4862,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,304 Gåsøya,"I304 Gåsøya, Inner Oslofjord",5031,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.85133,1.7e-4,10.58867,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.58867 59.85133),POLYGON((10.58833 59.85150,10.58900 59.85150,10.58900 59.85117,10.58833 59.85117,10.58833 59.85150)))",CF,CF,IH,NA,FALSE
5031,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I304 Gåsøya,"I304 Gåsøya, Inner Oslofjord",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.85133,0.00718,10.589,0.01427,"GEOMETRYCOLLECTION(POINT(10.58900 59.85133),POLYGON((10.57473 59.85851,10.60327 59.85851,10.60327 59.84415,10.57473 59.84415,10.57473 59.85851)))",CF,CF,IH,NA,FALSE
4861,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,303 Malmøya,NA,NA,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.863,1.7e-4,10.76583,3.4e-4,"GEOMETRYCOLLECTION(POINT(10.76583 59.86300),POLYGON((10.76550 59.86317,10.76617 59.86317,10.76617 59.86283,10.76550 59.86283,10.76550 59.86317)))",CF,CF,IH,NA,FALSE
4919,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,23A Austvik,"23A Bømlo, Austvik",4920,NA,1990,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.87,1.7e-4,5.11,3.3e-4,"GEOMETRYCOLLECTION(POINT(5.11000 59.87000),POLYGON((5.10967 59.87017,5.11033 59.87017,5.11033 59.86983,5.10967 59.86983,5.10967 59.87017)))",CF,CF,RH,NA,FALSE
4921,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,23AA Austvik area,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,59.87033,0.00184,5.10783,0.00367,"GEOMETRYCOLLECTION(POINT(5.10783 59.87033),POLYGON((5.10417 59.87217,5.11150 59.87217,5.11150 59.86850,5.10417 59.86850,5.10417 59.87217)))",NA,NA,RH,Deprecated - see comments,TRUE
4920,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,23A Austvik,"23A Bømlo, Austvik",NA,NA,2004,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.87067,1.6e-4,5.10583,3.4e-4,"GEOMETRYCOLLECTION(POINT(5.10583 59.87067),POLYGON((5.10550 59.87083,5.10617 59.87083,5.10617 59.87050,5.10550 59.87050,5.10550 59.87083)))",CF,CF,RH,NA,FALSE
4860,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,302 Ormøya,NA,NA,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.87817,1.6e-4,10.75767,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.75767 59.87817),POLYGON((10.75733 59.87833,10.75800 59.87833,10.75800 59.87800,10.75733 59.87800,10.75733 59.87833)))",CF,CF,IH,NA,FALSE
4953,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30A Gressholmen,"30A Gressholmen, Inner Oslofjord",4954,NA,1999,2001,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.88033,1.7e-4,10.71183,3.4e-4,"GEOMETRYCOLLECTION(POINT(10.71183 59.88033),POLYGON((10.71150 59.88050,10.71217 59.88050,10.71217 59.88017,10.71150 59.88017,10.71150 59.88050)))",CF,CF,IH,NA,FALSE
4951,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30A Gressholmen,"30A Gressholmen, Inner Oslofjord",4954,NA,1984,1997,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.88033,1.7e-4,10.71183,3.4e-4,"GEOMETRYCOLLECTION(POINT(10.71183 59.88033),POLYGON((10.71150 59.88050,10.71217 59.88050,10.71217 59.88017,10.71150 59.88017,10.71150 59.88050)))",CF,CF,IH,NA,FALSE
4955,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30AA Gressholmen area,NA,NA,NA,1984,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,59.8815,0.00267,10.71183,0.00534,"GEOMETRYCOLLECTION(POINT(10.71183 59.88150),POLYGON((10.70650 59.88417,10.71717 59.88417,10.71717 59.87883,10.70650 59.87883,10.70650 59.88417)))",NA,NA,IH,Deprecated - see comments,TRUE
4952,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30A Gressholmen,"30A Gressholmen, Inner Oslofjord",4954,NA,1998,1998,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.8815,1.7e-4,10.71267,3.3e-4,"GEOMETRYCOLLECTION(POINT(10.71267 59.88150),POLYGON((10.71233 59.88167,10.71300 59.88167,10.71300 59.88133,10.71233 59.88133,10.71233 59.88167)))",CF,CF,IH,NA,FALSE
4954,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,30A Gressholmen,"30A Gressholmen, Inner Oslofjord",NA,NA,2002,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.88362,0.00718,10.711,0.01429,"GEOMETRYCOLLECTION(POINT(10.71100 59.88362),POLYGON((10.69671 59.89080,10.72529 59.89080,10.72529 59.87644,10.69671 59.87644,10.69671 59.89080)))",CF,CF,IH,NA,FALSE
4922,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,23B Karihavet area,"23B Bømlo, Outer Selbjørnfjord",NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,59.89562,0.08976,5.10856,0.17865,"GEOMETRYCOLLECTION(POINT(5.10856 59.89562),POLYGON((4.92992 59.98538,5.28721 59.98538,5.28721 59.80586,4.92992 59.80586,4.92992 59.98538)))",CF~EF,CF,RH,NA,FALSE
4923,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,23F Karihavet area,NA,NA,NA,1994,1995,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.9,0.009,5.13333,0.018,"GEOMETRYCOLLECTION(POINT(5.13333 59.90000),POLYGON((5.11533 59.90900,5.15133 59.90900,5.15133 59.89100,5.11533 59.89100,5.11533 59.90900)))",CF,CF,RH,NA,FALSE
5030,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I301 Akershuskaia,"I301 Akershuskaia, Inner Oslofjord",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.90533,0.00719,10.73633,0.0143,"GEOMETRYCOLLECTION(POINT(10.73633 59.90533),POLYGON((10.72204 59.91252,10.75063 59.91252,10.75063 59.89815,10.72204 59.89815,10.72204 59.91252)))",CF,CF,IH,NA,FALSE
4859,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,301 Akershuskaia,"I301 Akershuskaia, Inner Oslofjord",5030,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.90533,1.7e-4,10.73633,3.4e-4,"GEOMETRYCOLLECTION(POINT(10.73633 59.90533),POLYGON((10.73600 59.90550,10.73667 59.90550,10.73667 59.90517,10.73600 59.90517,10.73600 59.90550)))",CF,CF,IH,NA,FALSE
4863,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,305 Lysaker,NA,NA,NA,1992,1992,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.906,1.7e-4,10.64333,3.4e-4,"GEOMETRYCOLLECTION(POINT(10.64333 59.90600),POLYGON((10.64300 59.90617,10.64367 59.90617,10.64367 59.90583,10.64300 59.90583,10.64300 59.90617)))",CF,CF,IH,NA,FALSE
5098,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,69A Lille Terøy,"69A Terøya, Outer Hardangerfjord",4852,NA,1999,2003,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,59.97883,1.7e-4,5.7485,3.3e-4,"GEOMETRYCOLLECTION(POINT(5.74850 59.97883),POLYGON((5.74817 59.97900,5.74883 59.97900,5.74883 59.97867,5.74817 59.97867,5.74817 59.97900)))",CF,CF,RH,NA,FALSE
