"","country","station_code","station_name","sample_latitude","sample_longitude","year","date","species","sex","n_individual","subseries","sample","determinand","matrix","basis","unit","value","censoring","limit_detection","limit_quantification","uncertainty","unit_uncertainty","method_pretreatment","method_analysis","method_extraction","targets_group"
"132","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11889,"CD","LI","W","mg/kg",0.15,"",NA,NA,20,"%",NA,NA,NA,"CD"
"133","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11890,"CD","LI","W","mg/kg",0.47,"",NA,NA,20,"%",NA,NA,NA,"CD"
"134","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11891,"CD","LI","W","mg/kg",0.22,"",NA,NA,20,"%",NA,NA,NA,"CD"
"135","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11892,"CD","LI","W","mg/kg",0.1,"",NA,NA,20,"%",NA,NA,NA,"CD"
"136","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11893,"CD","LI","W","mg/kg",0.3,"",NA,NA,20,"%",NA,NA,NA,"CD"
"137","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11894,"CD","LI","W","mg/kg",0.07,"",NA,NA,20,"%",NA,NA,NA,"CD"
"138","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11895,"CD","LI","W","mg/kg",0.07,"",NA,NA,20,"%",NA,NA,NA,"CD"
"139","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11896,"CD","LI","W","mg/kg",0.15,"",NA,NA,20,"%",NA,NA,NA,"CD"
"140","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11897,"CD","LI","W","mg/kg",0.09,"",NA,NA,20,"%",NA,NA,NA,"CD"
"141","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11898,"CD","LI","W","mg/kg",0.43,"",NA,NA,20,"%",NA,NA,NA,"CD"
"142","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11899,"CD","LI","W","mg/kg",0.09,"",NA,NA,20,"%",NA,NA,NA,"CD"
"143","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11900,"CD","LI","W","mg/kg",0.07,"",NA,NA,20,"%",NA,NA,NA,"CD"
"144","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11901,"CD","LI","W","mg/kg",0.16,"",NA,NA,20,"%",NA,NA,NA,"CD"
"145","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11902,"CD","LI","W","mg/kg",0.16,"",NA,NA,20,"%",NA,NA,NA,"CD"
"146","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11903,"CD","LI","W","mg/kg",0.07,"",NA,NA,20,"%",NA,NA,NA,"CD"
"147","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11904,"CD","LI","W","mg/kg",0.3,"",NA,NA,20,"%",NA,NA,NA,"CD"
"148","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11905,"CD","LI","W","mg/kg",0.09,"",NA,NA,20,"%",NA,NA,NA,"CD"
"149","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11906,"CD","LI","W","mg/kg",0.12,"",NA,NA,20,"%",NA,NA,NA,"CD"
"150","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11907,"CD","LI","W","mg/kg",0.31,"",NA,NA,20,"%",NA,NA,NA,"CD"
"151","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11908,"CD","LI","W","mg/kg",0.1,"",NA,NA,20,"%",NA,NA,NA,"CD"
"152","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11909,"CD","LI","W","mg/kg",0.42,"",NA,NA,20,"%",NA,NA,NA,"CD"
"153","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1993,"1993-10-15","Gadus morhua",NA,1,NA,11910,"CD","LI","W","mg/kg",0.18,"",NA,NA,20,"%",NA,NA,NA,"CD"
"154","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11916,"CD","LI","W","mg/kg",0.022,"",NA,NA,20,"%",NA,NA,NA,"CD"
"155","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11917,"CD","LI","W","mg/kg",0.037,"",NA,NA,20,"%",NA,NA,NA,"CD"
"156","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11918,"CD","LI","W","mg/kg",0.079,"",NA,NA,20,"%",NA,NA,NA,"CD"
"157","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11919,"CD","LI","W","mg/kg",0.023,"",NA,NA,20,"%",NA,NA,NA,"CD"
"158","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11920,"CD","LI","W","mg/kg",0.025,"",NA,NA,20,"%",NA,NA,NA,"CD"
"159","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11921,"CD","LI","W","mg/kg",0.039,"",NA,NA,20,"%",NA,NA,NA,"CD"
"160","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11922,"CD","LI","W","mg/kg",0.015,"",NA,NA,20,"%",NA,NA,NA,"CD"
"161","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11923,"CD","LI","W","mg/kg",0.09,"",NA,NA,20,"%",NA,NA,NA,"CD"
"162","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11924,"CD","LI","W","mg/kg",0.01,"",NA,NA,20,"%",NA,NA,NA,"CD"
"163","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11925,"CD","LI","W","mg/kg",0.017,"",NA,NA,20,"%",NA,NA,NA,"CD"
"164","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11926,"CD","LI","W","mg/kg",0.17,"",NA,NA,20,"%",NA,NA,NA,"CD"
"165","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11927,"CD","LI","W","mg/kg",0.022,"",NA,NA,20,"%",NA,NA,NA,"CD"
"166","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11928,"CD","LI","W","mg/kg",0.049,"",NA,NA,20,"%",NA,NA,NA,"CD"
"167","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11929,"CD","LI","W","mg/kg",0.012,"",NA,NA,20,"%",NA,NA,NA,"CD"
"168","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11930,"CD","LI","W","mg/kg",0.019,"",NA,NA,20,"%",NA,NA,NA,"CD"
"169","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11931,"CD","LI","W","mg/kg",0.021,"",NA,NA,20,"%",NA,NA,NA,"CD"
"170","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11932,"CD","LI","W","mg/kg",0.025,"",NA,NA,20,"%",NA,NA,NA,"CD"
"171","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11933,"CD","LI","W","mg/kg",0.054,"",NA,NA,20,"%",NA,NA,NA,"CD"
"172","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11934,"CD","LI","W","mg/kg",0.008,"",NA,NA,20,"%",NA,NA,NA,"CD"
"173","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11935,"CD","LI","W","mg/kg",0.062,"",NA,NA,20,"%",NA,NA,NA,"CD"
"174","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11936,"CD","LI","W","mg/kg",0.109,"",NA,NA,20,"%",NA,NA,NA,"CD"
"175","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11937,"CD","LI","W","mg/kg",0.045,"",NA,NA,20,"%",NA,NA,NA,"CD"
"176","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11938,"CD","LI","W","mg/kg",0.132,"",NA,NA,20,"%",NA,NA,NA,"CD"
"177","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11939,"CD","LI","W","mg/kg",0.017,"",NA,NA,20,"%",NA,NA,NA,"CD"
"178","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1994,"1994-10-15","Gadus morhua",NA,1,NA,11940,"CD","LI","W","mg/kg",0.006,"",NA,NA,20,"%",NA,NA,NA,"CD"
"179","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11946,"CD","LI","W","mg/kg",0.019,"",NA,NA,20,"%",NA,NA,NA,"CD"
"180","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11947,"CD","LI","W","mg/kg",0.023,"",NA,NA,20,"%",NA,NA,NA,"CD"
"181","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11948,"CD","LI","W","mg/kg",0.278,"",NA,NA,20,"%",NA,NA,NA,"CD"
"182","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11949,"CD","LI","W","mg/kg",0.081,"",NA,NA,20,"%",NA,NA,NA,"CD"
"183","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11950,"CD","LI","W","mg/kg",0.097,"",NA,NA,20,"%",NA,NA,NA,"CD"
"184","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11951,"CD","LI","W","mg/kg",0.143,"",NA,NA,20,"%",NA,NA,NA,"CD"
"185","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11952,"CD","LI","W","mg/kg",0.14,"",NA,NA,20,"%",NA,NA,NA,"CD"
"186","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11953,"CD","LI","W","mg/kg",0.198,"",NA,NA,20,"%",NA,NA,NA,"CD"
"187","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11954,"CD","LI","W","mg/kg",0.106,"",NA,NA,20,"%",NA,NA,NA,"CD"
"188","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11955,"CD","LI","W","mg/kg",0.118,"",NA,NA,20,"%",NA,NA,NA,"CD"
"189","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11956,"CD","LI","W","mg/kg",0.237,"",NA,NA,20,"%",NA,NA,NA,"CD"
"190","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11957,"CD","LI","W","mg/kg",0.225,"",NA,NA,20,"%",NA,NA,NA,"CD"
"191","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11958,"CD","LI","W","mg/kg",0.155,"",NA,NA,20,"%",NA,NA,NA,"CD"
"192","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11959,"CD","LI","W","mg/kg",0.105,"",NA,NA,20,"%",NA,NA,NA,"CD"
"193","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11960,"CD","LI","W","mg/kg",0.171,"",NA,NA,20,"%",NA,NA,NA,"CD"
"194","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11961,"CD","LI","W","mg/kg",0.036,"",NA,NA,20,"%",NA,NA,NA,"CD"
"195","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11962,"CD","LI","W","mg/kg",0.034,"",NA,NA,20,"%",NA,NA,NA,"CD"
"196","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11963,"CD","LI","W","mg/kg",0.144,"",NA,NA,20,"%",NA,NA,NA,"CD"
"197","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11964,"CD","LI","W","mg/kg",0.052,"",NA,NA,20,"%",NA,NA,NA,"CD"
"198","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11965,"CD","LI","W","mg/kg",0.216,"",NA,NA,20,"%",NA,NA,NA,"CD"
"199","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11966,"CD","LI","W","mg/kg",0.161,"",NA,NA,20,"%",NA,NA,NA,"CD"
"200","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11967,"CD","LI","W","mg/kg",0.108,"",NA,NA,20,"%",NA,NA,NA,"CD"
"201","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11968,"CD","LI","W","mg/kg",0.106,"",NA,NA,20,"%",NA,NA,NA,"CD"
"202","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1995,"1995-10-15","Gadus morhua",NA,1,NA,11969,"CD","LI","W","mg/kg",0.025,"",NA,NA,20,"%",NA,NA,NA,"CD"
"203","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11975,"CD","LI","W","mg/kg",0.46,"",NA,NA,20,"%",NA,NA,NA,"CD"
"204","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11976,"CD","LI","W","mg/kg",0.31,"",NA,NA,20,"%",NA,NA,NA,"CD"
"205","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11977,"CD","LI","W","mg/kg",0.33,"",NA,NA,20,"%",NA,NA,NA,"CD"
"206","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11978,"CD","LI","W","mg/kg",0.17,"",NA,NA,20,"%",NA,NA,NA,"CD"
"207","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11979,"CD","LI","W","mg/kg",1.23,"",NA,NA,20,"%",NA,NA,NA,"CD"
"208","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11980,"CD","LI","W","mg/kg",0.28,"",NA,NA,20,"%",NA,NA,NA,"CD"
"209","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11981,"CD","LI","W","mg/kg",0.72,"",NA,NA,20,"%",NA,NA,NA,"CD"
"210","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11982,"CD","LI","W","mg/kg",0.9,"",NA,NA,20,"%",NA,NA,NA,"CD"
"211","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11983,"CD","LI","W","mg/kg",0.017,"",NA,NA,20,"%",NA,NA,NA,"CD"
"212","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11984,"CD","LI","W","mg/kg",0.42,"",NA,NA,20,"%",NA,NA,NA,"CD"
"213","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11985,"CD","LI","W","mg/kg",0.39,"",NA,NA,20,"%",NA,NA,NA,"CD"
"214","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11986,"CD","LI","W","mg/kg",0.72,"",NA,NA,20,"%",NA,NA,NA,"CD"
"215","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11987,"CD","LI","W","mg/kg",0.43,"",NA,NA,20,"%",NA,NA,NA,"CD"
"216","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11988,"CD","LI","W","mg/kg",0.18,"",NA,NA,20,"%",NA,NA,NA,"CD"
"217","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11989,"CD","LI","W","mg/kg",0.23,"",NA,NA,20,"%",NA,NA,NA,"CD"
"218","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11990,"CD","LI","W","mg/kg",0.6,"",NA,NA,20,"%",NA,NA,NA,"CD"
"219","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11991,"CD","LI","W","mg/kg",0.23,"",NA,NA,20,"%",NA,NA,NA,"CD"
"220","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11992,"CD","LI","W","mg/kg",0.19,"",NA,NA,20,"%",NA,NA,NA,"CD"
"221","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11993,"CD","LI","W","mg/kg",0.18,"",NA,NA,20,"%",NA,NA,NA,"CD"
"222","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11994,"CD","LI","W","mg/kg",0.95,"",NA,NA,20,"%",NA,NA,NA,"CD"
"223","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11995,"CD","LI","W","mg/kg",0.33,"",NA,NA,20,"%",NA,NA,NA,"CD"
"224","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11996,"CD","LI","W","mg/kg",0.64,"",NA,NA,20,"%",NA,NA,NA,"CD"
"225","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11997,"CD","LI","W","mg/kg",0.28,"",NA,NA,20,"%",NA,NA,NA,"CD"
"226","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11998,"CD","LI","W","mg/kg",0.2,"",NA,NA,20,"%",NA,NA,NA,"CD"
"227","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1996,"1996-10-15","Gadus morhua",NA,1,NA,11999,"CD","LI","W","mg/kg",0.34,"",NA,NA,20,"%",NA,NA,NA,"CD"
"228","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12006,"CD","LI","W","mg/kg",0.118,"",NA,NA,20,"%",NA,NA,NA,"CD"
"229","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12007,"CD","LI","W","mg/kg",0.15,"",NA,NA,20,"%",NA,NA,NA,"CD"
"230","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12008,"CD","LI","W","mg/kg",0.13,"",NA,NA,20,"%",NA,NA,NA,"CD"
"231","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12009,"CD","LI","W","mg/kg",0.064,"",NA,NA,20,"%",NA,NA,NA,"CD"
"232","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12010,"CD","LI","W","mg/kg",0.037,"",NA,NA,20,"%",NA,NA,NA,"CD"
"233","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12011,"CD","LI","W","mg/kg",0.051,"",NA,NA,20,"%",NA,NA,NA,"CD"
"234","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12012,"CD","LI","W","mg/kg",0.082,"",NA,NA,20,"%",NA,NA,NA,"CD"
"235","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12013,"CD","LI","W","mg/kg",0.036,"",NA,NA,20,"%",NA,NA,NA,"CD"
"236","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12014,"CD","LI","W","mg/kg",0.098,"",NA,NA,20,"%",NA,NA,NA,"CD"
"237","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12015,"CD","LI","W","mg/kg",0.223,"",NA,NA,20,"%",NA,NA,NA,"CD"
"238","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12016,"CD","LI","W","mg/kg",0.025,"",NA,NA,20,"%",NA,NA,NA,"CD"
"239","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12017,"CD","LI","W","mg/kg",0.088,"",NA,NA,20,"%",NA,NA,NA,"CD"
"240","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12018,"CD","LI","W","mg/kg",0.076,"",NA,NA,20,"%",NA,NA,NA,"CD"
"241","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12019,"CD","LI","W","mg/kg",0.027,"",NA,NA,20,"%",NA,NA,NA,"CD"
"242","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12020,"CD","LI","W","mg/kg",0.027,"",NA,NA,20,"%",NA,NA,NA,"CD"
"243","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12021,"CD","LI","W","mg/kg",0.074,"",NA,NA,20,"%",NA,NA,NA,"CD"
"244","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12022,"CD","LI","W","mg/kg",0.043,"",NA,NA,20,"%",NA,NA,NA,"CD"
"245","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12023,"CD","LI","W","mg/kg",0.103,"",NA,NA,20,"%",NA,NA,NA,"CD"
"246","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12024,"CD","LI","W","mg/kg",0.02,"",NA,NA,20,"%",NA,NA,NA,"CD"
"247","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12025,"CD","LI","W","mg/kg",0.037,"",NA,NA,20,"%",NA,NA,NA,"CD"
"248","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12026,"CD","LI","W","mg/kg",0.031,"",NA,NA,20,"%",NA,NA,NA,"CD"
"249","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12027,"CD","LI","W","mg/kg",0.061,"",NA,NA,20,"%",NA,NA,NA,"CD"
"250","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12028,"CD","LI","W","mg/kg",0.029,"",NA,NA,20,"%",NA,NA,NA,"CD"
"251","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12029,"CD","LI","W","mg/kg",0.15,"",NA,NA,20,"%",NA,NA,NA,"CD"
"252","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1997,"1997-10-15","Gadus morhua",NA,1,NA,12030,"CD","LI","W","mg/kg",0.12,"",NA,NA,20,"%",NA,NA,NA,"CD"
"253","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12036,"CD","LI","W","mg/kg",0.051,"",NA,NA,20,"%",NA,NA,NA,"CD"
"254","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12037,"CD","LI","W","mg/kg",0.109,"",NA,NA,20,"%",NA,NA,NA,"CD"
"255","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12038,"CD","LI","W","mg/kg",0.073,"",NA,NA,20,"%",NA,NA,NA,"CD"
"256","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12039,"CD","LI","W","mg/kg",0.049,"",NA,NA,20,"%",NA,NA,NA,"CD"
"257","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12040,"CD","LI","W","mg/kg",0.102,"",NA,NA,20,"%",NA,NA,NA,"CD"
"258","Norway",4994,"98B1 Bjørnerøya (east)",NA,NA,1998,"1998-10-15","Gadus morhua",NA,1,NA,12041,"CD","LI","W","mg/kg",0.062,"",NA,NA,20,"%",NA,NA,NA,"CD"
